N,P,K,temperature,humidity,pH,rainfall,label
150,52,54,32.07624,60.22548,6.37112,197.5646,papaya
114,98,107,22.9382,78.2559,6.092825,198.1727,papaya
134,60,57,31.52602,63.04439,6.859844,166.0503,papaya
164,69,141,32.9949,60.58946,6.058577,160.5661,papaya
161,99,144,22.1543,54.59153,6.400936,171.8991,papaya
131,88,105,26.10802,60.90229,6.79202,152.4948,papaya
156,96,101,32.08392,76.35192,6.280591,153.9385,papaya
100,100,93,26.03849,70.24756,6.198774,175.8046,papaya
166,59,75,22.48244,64.02031,6.319368,165.7108,papaya
150,96,70,25.0491,79.52183,6.999318,174.2245,papaya
150,79,88,32.96492,63.49395,6.053716,161.5719,papaya
197,75,100,30.46138,55.78271,6.534258,176.015,papaya
184,65,144,21.58163,54.63666,6.448373,176.343,papaya
196,79,98,26.70394,55.05977,6.52745,185.3054,papaya
149,76,105,24.00449,71.99486,6.214081,171.4213,papaya
196,55,136,29.89841,59.81535,6.624111,166.3771,papaya
186,95,124,32.58144,57.37297,6.058554,195.727,papaya
162,90,116,25.46828,68.26601,6.893384,198.3127,papaya
138,81,98,22.90744,77.20548,6.2955,190.5276,papaya
112,81,120,32.41951,75.46219,6.982445,191.947,papaya
166,83,61,32.63133,79.89823,6.689016,166.916,papaya
146,55,57,31.60725,56.99013,6.575943,153.241,papaya
153,93,117,24.98906,54.02967,6.075242,181.9048,papaya
170,72,95,27.59006,58.91252,6.061306,183.5449,papaya
154,84,150,24.25985,77.70415,6.310523,167.1185,papaya
167,92,149,28.3372,56.26384,6.073042,189.5188,papaya
186,57,91,32.29739,53.6384,6.83554,166.1411,papaya
137,58,77,26.34306,67.22305,6.717207,159.5335,papaya
179,92,54,23.22782,76.61693,6.023615,187.7719,papaya
145,91,133,27.02494,51.70601,6.820911,199.7136,papaya
195,90,112,29.28093,77.50096,6.161111,153.7684,papaya
200,72,118,28.21283,67.43835,6.981821,166.1,papaya
159,89,73,29.66736,74.50325,6.067233,195.8856,papaya
125,87,99,28.22225,53.09014,6.206401,190.4276,papaya
106,53,83,31.32479,64.65069,6.844295,187.421,papaya
162,68,143,22.05411,73.2877,6.185394,165.013,papaya
121,91,97,21.7725,57.13728,6.409731,151.2274,papaya
134,62,97,32.38234,72.41306,6.725089,155.2536,papaya
144,69,72,23.02358,61.79969,6.635754,170.737,papaya
154,72,58,21.45925,66.4105,6.481297,171.8586,papaya
118,54,85,29.83826,58.02659,6.930567,196.4528,papaya
104,77,71,30.31531,51.33591,6.929327,164.8719,papaya
169,96,57,30.22446,59.42548,6.555373,187.6768,papaya
144,50,91,28.39058,63.24948,6.956425,159.2661,papaya
199,99,92,32.44674,66.63638,6.988345,194.7748,papaya
134,69,126,26.01179,67.23656,6.698632,152.1679,papaya
102,73,145,29.4772,58.94953,6.13549,159.8386,papaya
180,85,70,25.95819,64.03252,6.695128,185.0341,papaya
109,83,87,24.5823,50.08437,6.868691,168.8933,papaya
146,75,75,28.38532,65.09924,6.511292,195.2397,papaya
136,91,135,21.53942,61.78145,6.101647,152.3812,papaya
111,76,73,32.68477,51.89674,6.989364,151.9701,papaya
101,50,135,30.48003,59.255,6.942184,170.1585,papaya
175,60,68,23.54585,59.44617,6.471485,176.2323,papaya
119,98,70,26.22135,69.49181,6.484618,189.1492,papaya
153,68,119,28.07442,79.69759,6.354615,168.2759,papaya
110,53,100,29.99114,66.97362,6.415611,159.014,papaya
198,78,77,22.09844,60.24016,6.609529,150.7724,papaya
181,60,102,22.96105,70.51499,6.797522,180.7338,papaya
112,72,111,28.0333,79.26314,6.004242,155.9547,papaya
147,59,88,22.93641,57.94075,6.9718,150.0667,papaya
137,67,97,29.32057,53.86065,6.540133,172.1863,papaya
175,55,94,27.02568,56.8194,6.196821,189.7504,papaya
159,77,119,24.25455,55.53795,6.019748,185.3475,papaya
141,100,143,31.69027,63.9541,6.697109,197.1126,papaya
132,70,146,22.88399,63.94834,6.575442,185.5412,papaya
176,77,72,31.35998,63.65534,6.185498,196.236,papaya
184,91,100,21.56143,74.18856,6.029336,190.1691,papaya
164,87,147,22.11076,66.769,6.941031,174.0794,papaya
123,72,115,22.76127,67.86836,6.02446,183.8459,papaya
105,87,68,30.19322,60.41424,6.600465,198.612,papaya
157,94,100,30.61199,67.88433,6.772673,151.2662,papaya
108,79,135,29.21809,72.47251,6.992386,157.7124,papaya
139,89,99,24.78052,57.81434,6.931911,191.0178,papaya
101,62,118,22.76318,54.32789,6.186937,178.4819,papaya
113,100,50,21.80778,77.58978,6.102659,164.2165,papaya
127,53,73,28.09948,68.67993,6.999682,157.7525,papaya
200,81,138,26.01531,59.64957,6.478906,166.7977,papaya
193,94,116,32.29714,60.58442,6.931573,168.9813,papaya
128,82,75,24.08671,53.59054,6.487989,159.8741,papaya
195,66,64,31.06285,50.76964,6.807728,180.168,papaya
152,90,110,32.54329,72.42284,6.793105,157.0427,papaya
106,93,102,28.15579,77.85588,6.939458,181.5764,papaya
189,58,68,32.38006,75.29623,6.482128,195.9002,papaya
103,98,81,29.05463,58.33126,6.114932,187.7625,papaya
194,76,92,28.86562,66.05415,6.920691,199.3395,papaya
124,58,74,25.02233,52.57476,6.497882,173.6747,papaya
140,60,70,21.40184,79.21722,6.650878,196.7738,papaya
151,53,135,25.44571,55.26161,6.416435,195.3649,papaya
190,92,150,25.27454,72.09279,6.125288,168.0276,papaya
183,95,94,21.39279,74.25486,6.426608,193.8892,papaya
192,89,117,22.51451,51.04498,6.388367,185.7365,papaya
167,84,115,21.35104,79.29807,6.70512,193.2411,papaya
189,96,129,29.86715,61.82822,6.387921,177.6834,papaya
177,75,75,30.25834,79.40719,6.817691,160.6601,papaya
190,70,55,30.60482,62.24959,6.219291,170.4604,papaya
110,82,108,32.7376,69.7827,6.780734,179.1994,papaya
199,77,68,31.37035,59.37055,6.272433,194.008,papaya
107,73,124,30.46458,59.06677,6.971285,173.198,papaya
109,87,75,31.9609,60.44316,6.964301,152.4018,papaya
174,61,114,26.99354,53.41968,6.908845,172.3958,papaya
200,90,59,28.47311,66.74255,6.012119,196.0422,papaya
133,81,105,30.76486,61.26799,6.97828,176.7842,papaya
181,100,92,26.73402,78.03251,6.563705,157.9717,papaya
135,90,128,32.34537,69.85667,6.928678,171.925,papaya
181,72,72,25.08734,78.08702,6.602414,155.7337,papaya
148,63,67,32.05437,68.60012,6.253746,196.7761,papaya
115,58,102,31.97797,69.53414,6.878939,176.217,papaya
148,82,124,28.185,57.16491,6.965952,181.096,papaya
167,70,105,27.95204,66.19972,6.444668,168.4266,papaya
191,77,118,29.9679,62.26633,6.261714,196.3241,papaya
193,85,76,21.71404,73.68917,6.155236,151.5989,papaya
167,90,82,29.86037,59.34408,6.183884,189.2201,papaya
191,76,75,31.63517,50.88069,6.255351,171.2171,papaya
112,85,96,24.66854,68.9034,6.149851,158.7231,papaya
128,96,87,23.21951,50.64445,6.184869,193.9015,papaya
149,100,120,27.93356,72.17369,6.214808,170.2294,papaya
105,70,137,21.0483,68.8912,6.824975,199.4523,papaya
173,51,104,24.27922,76.73717,6.695117,167.8544,papaya
185,75,56,32.37723,60.60617,6.83217,167.808,papaya
100,73,78,29.80256,77.87899,6.624279,158.2999,papaya
162,69,126,21.92032,69.07444,6.482166,167.6527,papaya
186,67,114,22.50984,59.86211,6.910265,196.2443,papaya
176,62,100,31.0086,60.36635,6.418445,178.9171,papaya
155,91,101,27.73316,55.0545,6.812192,171.685,papaya
189,77,148,21.26115,55.66346,6.333933,164.7768,papaya
165,96,144,27.80617,67.63809,6.219841,196.9069,papaya
133,60,149,29.67007,65.84776,6.766788,175.931,papaya
114,51,72,30.12181,68.34255,6.281883,159.7916,papaya
171,98,72,25.3579,51.53111,6.712396,160.7648,papaya
163,72,104,29.40994,71.09683,6.660708,159.8119,papaya
152,99,97,26.21517,77.9814,6.168123,173.8331,papaya
170,54,112,21.14867,75.98712,6.798498,171.6259,papaya
139,94,140,21.89945,72.18603,6.784458,185.4274,papaya
109,92,85,27.57353,67.354,6.980023,183.6174,papaya
137,57,88,26.86712,62.75764,6.36685,195.3465,papaya
155,74,88,26.69186,59.36484,6.886674,175.5574,papaya
137,99,116,21.2783,56.60708,6.621176,158.9466,papaya
138,99,105,24.27103,63.30263,6.322088,163.7024,papaya
149,58,96,29.6623,67.49576,6.305999,159.0879,papaya
135,57,147,29.89218,59.88894,6.722028,194.6992,papaya
107,88,84,31.73372,60.23574,6.436874,157.1325,papaya
100,62,77,26.09817,59.03847,6.587416,185.1114,papaya
135,98,127,23.6262,77.99235,6.00394,198.8098,papaya
111,97,139,27.24143,66.48359,6.790501,192.197,papaya
156,82,129,21.25009,75.98884,6.260384,169.554,papaya
138,94,124,32.12637,73.08599,6.897584,162.0649,papaya
160,73,121,24.14916,70.10279,6.781938,167.526,papaya
100,84,83,23.10258,64.28472,6.764372,194.7352,papaya
154,86,81,25.0562,68.58764,6.633158,151.898,papaya
118,91,55,25.98962,78.99062,6.762365,154.0149,papaya
110,50,82,21.72946,75.80814,6.157814,163.6179,papaya
125,55,112,24.2723,78.57349,6.929479,192.2477,papaya
136,55,70,25.3892,66.31293,6.523772,165.187,papaya
165,95,82,26.03269,50.63149,6.241535,180.9655,papaya
103,83,101,24.96225,59.25755,6.92555,185.3905,papaya
124,55,143,26.12494,52.37262,6.47068,183.2359,papaya
184,80,137,24.8979,64.18693,6.057155,180.6518,papaya
165,74,77,30.0448,74.00538,6.824339,161.5831,papaya
105,74,76,27.65661,66.63719,6.454282,175.1698,papaya
190,76,77,24.88861,62.25629,6.242122,163.883,papaya
182,87,97,30.15007,75.05273,6.364342,199.9004,papaya
133,92,79,32.47138,64.39728,6.727293,169.9274,papaya
174,54,55,24.33981,55.10188,6.398614,192.0051,papaya
157,98,75,28.57863,67.01284,6.065895,156.297,papaya
159,77,62,31.19858,79.80019,6.092731,173.5558,papaya
170,63,114,31.09399,51.79242,6.878223,195.4025,papaya
185,66,71,27.27802,78.7035,6.28929,178.5635,papaya
157,85,106,25.38381,72.91995,6.782721,154.7348,papaya
143,99,134,24.1159,76.70305,6.726964,190.3028,papaya
127,98,55,24.56901,62.58978,6.167264,170.1095,papaya
163,63,99,28.48885,51.54381,6.890253,193.3062,papaya
187,84,82,28.07483,52.98093,6.018058,156.7161,papaya
145,53,113,29.4174,53.81203,6.564426,174.3503,papaya
170,94,138,23.89749,54.48527,6.514868,166.9609,papaya
164,73,95,28.6333,74.13923,6.82502,172.1803,papaya
136,95,85,30.87737,58.42594,6.925438,150.3275,papaya
151,86,113,31.3629,75.11707,6.034787,179.674,papaya
125,85,103,21.21531,65.17725,6.276636,152.7478,papaya
182,80,117,30.77658,50.41163,6.444413,193.0832,papaya
139,61,124,27.47425,74.60927,6.120365,185.6022,papaya
175,54,137,31.90869,71.91394,6.604672,158.1016,papaya
178,88,85,26.85666,57.8,6.800804,167.9885,papaya
161,99,117,26.95593,57.29307,6.378063,155.8611,papaya
183,80,68,30.68453,68.89702,6.235951,198.638,papaya
136,81,127,28.67644,69.80315,6.047756,198.3114,papaya
189,55,148,27.39145,79.15679,6.855537,174.7823,papaya
200,71,103,29.20733,67.19777,6.815891,195.1289,papaya
183,94,58,28.63936,71.2494,6.275895,152.3009,papaya
192,88,54,30.31973,64.12303,6.449525,167.9263,papaya
199,66,136,32.29892,58.35187,6.16128,161.7558,papaya
148,56,73,27.73873,78.49483,6.328017,182.0944,papaya
111,86,73,23.25605,63.82356,6.946986,194.1222,papaya
167,61,92,25.08514,78.29202,6.751818,159.8208,papaya
101,77,119,24.62433,72.80912,6.527659,158.1717,papaya
184,98,57,28.46189,60.06617,6.185179,183.4104,papaya
200,76,134,32.71461,78.47013,6.119171,180.1891,papaya
164,50,63,21.30526,59.65649,6.410806,176.7626,papaya
177,73,78,29.40507,52.62313,6.515101,153.346,papaya
125,78,90,32.81945,55.84737,6.330482,166.0577,papaya
133,60,69,25.3495,55.42454,6.551829,184.4977,papaya
174,63,120,29.44683,51.55793,6.857465,174.3561,papaya
131,68,113,21.12665,60.38249,6.536041,151.7454,papaya
137,62,68,28.11574,70.11641,6.42004,180.7394,papaya
103,65,122,24.1436,52.93531,6.693281,188.4199,papaya
130,95,140,28.6944,57.58349,6.085672,157.4455,papaya
134,84,89,25.88356,56.78724,6.289069,166.8753,papaya
176,89,66,25.70568,54.87733,6.423378,171.046,papaya
187,90,61,29.65725,56.70865,6.909395,154.944,papaya
106,60,61,28.28331,75.09094,6.754351,173.749,papaya
178,83,62,31.48166,56.80274,6.462276,160.7938,papaya
185,100,115,24.36226,57.28312,6.579521,178.568,papaya
158,80,55,23.14386,76.57254,6.622463,180.3997,papaya
193,56,143,26.13049,77.04255,6.843553,187.3417,papaya
176,90,88,22.30555,75.1426,6.794561,150.3784,papaya
168,100,86,28.92411,57.83885,6.235632,186.9525,papaya
120,51,94,30.73818,79.81941,6.166261,152.2467,papaya
123,81,73,32.8517,78.94923,6.763834,187.7175,papaya
136,74,51,27.53829,59.62468,6.746064,183.4247,papaya
187,99,88,21.65935,55.00285,6.765458,175.917,papaya
190,86,94,22.59666,65.82883,6.026968,177.1572,papaya
130,77,80,27.23345,64.68947,6.378077,196.1283,papaya
110,69,148,28.15973,78.69232,6.320288,176.3926,papaya
121,66,149,23.53299,71.78452,6.194682,156.2805,papaya
146,54,82,23.42515,77.61424,6.228031,175.4671,papaya
133,57,57,22.11298,56.89737,6.156342,163.5131,papaya
100,62,133,23.57661,72.63217,6.376532,166.5128,papaya
150,84,93,30.56245,53.88778,6.825912,182.2702,papaya
124,54,104,22.23215,79.38644,6.844512,198.8349,papaya
131,100,103,29.86717,60.33596,6.582552,198.7977,papaya
113,71,53,27.49439,75.74945,6.375348,160.123,papaya
180,79,69,32.40034,77.39948,6.165132,158.5152,papaya
172,83,148,29.02364,71.31712,6.696765,167.403,papaya
177,68,124,29.5746,60.3934,6.404531,157.5125,papaya
170,92,98,24.51428,74.79578,6.691154,199.1295,papaya
115,98,117,27.49254,76.57188,6.7733,169.3822,papaya
153,64,133,23.09853,63.05429,6.163494,191.8583,papaya
127,58,81,27.40308,73.33227,6.181313,158.5006,papaya
169,91,104,27.1948,54.76512,6.783307,189.337,papaya
164,100,88,25.83815,72.23914,6.1883,163.8782,papaya
151,67,97,28.87679,79.62195,6.634487,157.0025,papaya
144,82,127,23.22577,77.88638,6.53311,165.2799,papaya
148,69,52,25.5449,53.94588,6.546799,150.52,papaya
106,98,85,25.87821,56.07408,6.889133,195.0854,papaya
137,91,80,21.77552,61.92414,6.425976,178.8193,papaya
147,66,62,23.23471,70.99158,6.211315,163.7032,papaya
103,55,51,29.22701,61.13159,6.748049,177.7995,papaya
159,52,84,29.25262,57.18483,6.796048,160.5351,papaya
101,100,98,31.07731,76.28004,6.387886,161.0154,papaya
196,59,56,25.11484,71.29741,6.119049,179.7071,papaya
146,77,143,23.80253,73.11765,6.451159,166.0567,papaya
186,88,74,26.00029,55.5388,6.841415,178.7311,papaya
110,84,150,24.2446,70.39593,6.337507,196.5855,papaya
104,59,112,24.64991,59.43078,6.390125,179.6075,papaya
170,87,50,23.62892,60.83199,6.981093,170.1162,papaya
119,89,137,30.46221,75.1629,6.18059,198.922,papaya
182,81,70,25.92234,57.57922,6.798792,151.8206,papaya
116,65,133,25.95398,52.6959,6.759506,156.0202,papaya
105,70,137,23.25244,79.16002,6.804009,161.2921,papaya
187,98,114,29.66772,73.60448,6.529914,154.5053,papaya
111,81,98,25.40649,61.87676,6.319809,173.9878,papaya
149,67,125,28.89491,78.59963,6.556849,186.4081,papaya
169,66,75,27.9512,71.02692,6.538041,155.3739,papaya
124,76,70,24.0498,73.33544,6.673352,186.8498,papaya
105,76,107,26.00117,53.99632,6.688787,192.9357,papaya
194,62,102,29.50296,70.26355,6.25882,162.75,papaya
184,75,69,21.86268,57.10152,6.886071,185.7983,papaya
184,90,134,23.86236,77.99708,6.354005,170.714,papaya
173,84,57,22.23298,68.21659,6.198086,199.9949,papaya
152,100,59,32.64488,79.22169,6.785793,170.4506,papaya
168,85,133,31.15007,54.23529,6.191005,155.101,papaya
145,50,117,26.87965,78.9888,6.598846,192.3577,papaya
177,62,68,21.7531,78.3012,6.671752,182.5695,papaya
166,66,93,25.50013,66.11127,6.825467,167.8394,papaya
181,59,119,22.58996,64.84253,6.008719,184.7169,papaya
170,69,96,23.03553,58.34674,6.597385,166.3927,papaya
180,83,112,23.36822,59.39515,6.065668,175.9637,papaya
187,88,144,25.98295,51.88616,6.949988,188.535,papaya
190,54,124,23.32671,76.81658,6.273327,178.7596,papaya
196,80,58,23.8525,74.08387,6.263634,162.516,papaya
165,59,73,31.7917,77.61403,6.556839,193.4886,papaya
148,77,81,21.61098,75.82147,6.401446,192.2282,papaya
153,63,98,23.91717,67.7068,6.041932,161.7128,papaya
131,56,108,25.39257,57.20674,6.935371,164.0519,papaya
177,50,56,23.41345,50.20903,6.21318,164.2645,papaya
157,64,64,31.7867,71.97729,6.95579,187.5215,papaya
182,69,69,30.63563,60.55854,6.39151,195.3396,papaya
145,61,149,24.69392,68.36086,6.247841,191.941,papaya
180,60,59,28.08287,64.70933,6.344146,164.0929,papaya
177,100,86,30.37785,50.07149,6.064999,157.6414,papaya
187,66,133,21.84314,79.65653,6.132,189.8826,papaya
108,63,71,31.35455,55.19216,6.876956,181.9353,papaya
138,81,94,29.78041,63.39437,6.732827,194.676,papaya
103,52,73,22.05129,78.29548,6.844685,185.0829,papaya
181,58,85,26.63921,77.33705,6.789439,150.9664,papaya
186,94,61,30.46732,79.89209,6.560612,173.6691,papaya
165,90,87,25.30986,77.61406,6.347894,161.6643,papaya
169,59,63,31.41567,56.51442,6.217868,180.3452,papaya
172,52,78,23.71315,71.8091,6.93465,180.8214,papaya
109,73,55,29.00743,59.53361,6.102702,169.9657,papaya
129,54,84,22.765,75.01085,6.68248,159.0577,papaya
179,53,149,21.26395,69.10101,6.264349,176.6512,papaya
196,72,112,26.84071,60.86846,6.736438,152.2384,papaya
168,54,62,24.31657,65.16049,6.064881,181.5734,papaya
160,75,144,27.10377,56.12482,6.309658,167.6791,papaya
166,99,73,28.25874,58.41091,6.815131,163.4689,papaya
167,84,141,26.63024,79.26077,6.047885,159.2251,papaya
130,66,69,25.38158,60.07759,6.676626,194.5174,papaya
186,79,148,28.01933,64.51516,6.282403,195.9454,papaya
161,52,53,30.77997,56.87406,6.42842,192.6634,papaya
140,61,69,23.26605,66.35974,6.793399,176.8677,papaya
197,89,137,27.43201,67.6344,6.081387,168.206,papaya
119,87,92,29.29716,52.8692,6.642716,158.107,papaya
198,91,101,32.12112,51.89976,6.433973,169.9784,papaya
149,90,98,25.62738,51.59436,6.891325,196.8537,papaya
134,65,86,21.9202,66.27988,6.847971,168.5713,papaya
122,57,73,31.70221,70.857,6.298565,166.9714,papaya
147,83,85,32.41484,71.40041,6.619062,194.6391,papaya
116,96,52,31.88791,63.33511,6.233445,160.4441,papaya
128,59,138,28.82775,61.98569,6.644791,153.0995,papaya
186,58,75,27.98283,50.11631,6.618685,181.0463,papaya
199,68,75,31.51214,61.8519,6.600468,194.4942,papaya
154,66,120,25.43616,76.99764,6.679437,186.409,papaya
125,76,82,21.71991,52.70613,6.665019,190.4077,papaya
154,84,75,28.99476,71.85074,6.866888,194.4089,papaya
118,78,77,32.75321,78.48647,6.810849,189.1909,papaya
172,99,74,31.1016,58.52002,6.04818,183.9093,papaya
165,68,90,30.24597,69.02973,6.07952,155.1055,papaya
102,56,84,32.82574,66.49511,6.369436,155.0385,papaya
138,78,82,27.87652,50.2695,6.86197,168.1565,papaya
177,61,56,27.94613,69.862,6.952668,190.7329,papaya
105,76,67,23.21148,60.88771,6.190144,156.3861,papaya
155,56,74,31.01193,66.6597,6.410945,161.0335,papaya
149,53,98,28.37829,54.23742,6.346,182.0765,papaya
198,97,83,23.0208,73.5271,6.810176,180.5579,papaya
188,71,106,23.0713,71.06312,6.845551,197.8141,papaya
147,81,92,24.04842,54.49311,6.211571,153.739,papaya
153,64,64,28.69613,78.30361,6.194644,169.3155,papaya
195,56,92,22.32119,78.02497,6.002358,174.9687,papaya
192,59,103,32.61827,56.32375,6.555676,184.5371,papaya
112,82,94,30.61733,67.14948,6.707138,196.0819,papaya
126,76,53,29.47659,66.1459,6.844501,156.4164,papaya
128,100,58,32.54967,51.43962,6.009749,185.58,papaya
121,96,91,22.7924,77.59202,6.36817,155.9066,papaya
142,85,75,25.29689,77.70769,6.468587,168.1286,papaya
142,77,61,26.21154,50.28576,6.414957,173.9916,papaya
123,64,94,21.90858,79.11993,6.879685,183.3994,papaya
152,57,138,22.43442,66.03504,6.330348,160.8891,papaya
193,53,66,30.72149,50.69177,6.692859,199.342,papaya
172,79,141,21.10825,57.10527,6.593542,192.0305,papaya
109,99,108,21.25,50.54242,6.643731,152.3133,papaya
107,99,123,28.77679,50.63121,6.819443,183.2614,papaya
125,63,55,26.12587,74.67754,6.133684,178.2273,papaya
133,60,133,28.69545,63.20714,6.637518,163.2403,papaya
182,65,92,29.89315,78.53472,6.364844,180.3819,papaya
125,67,56,28.74435,72.81276,6.442196,196.5374,papaya
108,58,84,25.5179,77.15642,6.802747,183.2652,papaya
160,59,142,25.01985,69.86289,6.676658,191.5017,papaya
116,78,144,23.86541,62.64002,6.951866,167.3043,papaya
187,74,77,29.62675,61.6495,6.571739,195.0397,papaya
137,89,95,24.57623,74.71145,6.029797,174.5024,papaya
105,80,147,32.83855,73.01472,6.413271,192.7626,papaya
156,63,82,29.82954,75.65291,6.946426,180.6595,papaya
105,98,71,23.83661,67.59914,6.006962,172.1261,papaya
185,58,136,21.9065,75.30121,6.930944,192.7175,papaya
108,95,53,23.06746,67.56192,6.745552,190.7877,papaya
147,52,104,28.78178,74.24914,6.618352,165.4197,papaya
117,69,79,28.686,66.2758,6.275795,195.2997,papaya
123,54,50,32.53187,59.80287,6.777027,193.11,papaya
127,60,56,23.12338,69.58122,6.392977,179.4822,papaya
130,61,136,30.04773,54.15849,6.058564,192.2373,papaya
170,76,109,29.92393,69.79135,6.44066,178.0662,papaya
191,74,93,29.98082,63.82072,6.119351,169.3034,papaya
184,98,131,25.49741,77.76254,6.157874,197.6257,papaya
186,66,89,31.28083,67.31468,6.459277,174.7442,papaya
198,96,69,22.83416,70.42337,6.572512,187.9983,papaya
178,93,132,24.41982,75.93667,6.028712,154.5525,papaya
127,55,86,28.24607,66.95342,6.721247,189.7741,papaya
109,55,140,25.67049,76.10289,6.938242,184.619,papaya
156,57,112,23.50607,64.20193,6.143708,152.9721,papaya
134,80,88,28.25049,78.04557,6.015286,191.3887,papaya
200,95,71,21.21528,58.98059,6.976251,168.7178,papaya
100,75,110,27.34579,60.89629,6.00255,196.8489,papaya
163,58,128,30.98765,63.37445,6.351381,164.2853,papaya
197,54,66,32.4299,69.25557,6.331332,150.0886,papaya
191,65,137,32.31777,56.46746,6.512661,169.8812,papaya
132,68,86,25.98025,70.92329,6.26286,174.3857,papaya
128,51,61,23.54985,62.95283,6.156001,196.8913,papaya
103,52,74,27.49468,50.39389,6.790234,157.5105,papaya
108,75,55,25.83828,55.25166,6.131567,179.784,papaya
183,85,83,29.06774,79.1453,6.666061,172.6028,papaya
137,87,144,31.1296,69.4622,6.362999,187.2897,papaya
157,62,67,27.89596,53.9822,6.615665,164.3124,papaya
173,87,139,32.52916,67.89097,6.346208,151.7456,papaya
195,62,128,23.03765,63.44384,6.889365,193.9442,papaya
183,58,50,23.03951,71.59932,6.205784,189.109,papaya
157,59,110,23.08633,72.67251,6.570284,194.5276,papaya
144,67,65,26.6274,60.47397,6.03435,168.4787,papaya
194,50,103,30.37978,69.36789,6.586027,188.2941,papaya
124,54,111,21.31327,77.64878,6.045475,154.5268,papaya
106,64,70,24.74555,51.52356,6.806356,155.1874,papaya
154,83,126,29.21944,67.54379,6.213403,166.4618,papaya
151,78,83,32.73155,76.88678,6.052953,185.1543,papaya
146,93,96,24.53421,60.30335,6.465526,191.949,papaya
135,56,67,25.07508,65.57127,6.78797,192.0865,papaya
178,94,120,23.79397,65.30858,6.274611,170.8605,papaya
132,63,125,24.10433,76.2659,6.770537,175.6572,papaya
142,99,68,28.84173,65.8241,6.018864,181.5704,papaya
133,67,67,28.57559,59.79781,6.297834,172.2929,papaya
110,57,104,25.80876,64.94268,6.911677,189.2342,papaya
170,57,50,24.08267,54.65417,6.575155,177.5482,papaya
188,80,58,22.8159,56.72682,6.834449,197.1357,papaya
142,93,133,24.64021,66.31719,6.204207,158.2553,papaya
123,60,147,24.91291,71.25278,6.330687,162.9878,papaya
125,76,89,22.61375,60.69728,6.013754,160.7547,papaya
118,76,115,21.53609,51.42763,6.207187,150.589,papaya
182,65,75,24.15128,60.35522,6.244713,194.783,papaya
149,74,144,21.38639,60.22706,6.665923,182.6162,papaya
185,90,86,23.16556,79.66365,6.451022,198.104,papaya
143,63,97,31.06647,56.24822,6.342557,161.2239,papaya
154,54,100,24.40102,53.73788,6.097258,184.3393,papaya
120,69,89,31.37675,57.96269,6.65808,197.9973,papaya
135,95,98,30.3934,65.39869,6.318024,162.7579,papaya
200,57,60,25.81448,57.14084,6.113261,190.4066,papaya
119,83,133,28.3878,76.09013,6.802688,178.3743,papaya
164,75,98,24.41658,51.15775,6.145451,187.7807,papaya
110,94,116,29.45244,63.16244,6.514547,168.7127,papaya
136,73,92,25.10961,54.09818,6.754624,158.5905,papaya
132,98,109,29.35974,60.97774,6.732548,163.4057,papaya
179,88,113,26.48959,54.42698,6.200847,186.1796,papaya
113,54,104,28.81772,67.15734,6.267401,180.2874,papaya
192,90,82,28.75429,70.05537,6.367714,183.5359,papaya
135,61,91,24.53768,69.29233,6.26591,171.5752,papaya
115,81,50,24.7688,73.82439,6.331389,156.0672,papaya
122,87,123,21.44751,77.00096,6.773745,163.4266,papaya
134,81,110,32.06385,68.40603,6.81327,194.4494,papaya
192,63,150,30.47107,54.9566,6.840805,153.0734,papaya
193,100,68,22.77629,76.88528,6.158233,173.6133,papaya
196,62,50,24.4356,70.03355,6.971241,166.8675,papaya
174,53,52,24.20928,59.51642,6.127053,174.3855,papaya
181,58,79,25.73286,60.08047,6.475007,192.0037,papaya
132,88,61,25.26115,59.8674,6.060148,168.0281,papaya
126,88,137,24.29778,65.56238,6.642615,155.6769,papaya
187,85,136,23.4829,52.98481,6.5158,162.3005,papaya
132,60,139,27.52764,63.63431,6.842941,166.3807,papaya
174,57,79,27.18747,74.19149,6.760433,199.0368,papaya
155,86,127,26.14571,53.0685,6.100377,197.6277,papaya
124,65,82,27.65044,65.22382,6.514538,158.7986,papaya
138,53,145,28.58973,62.41336,6.765822,195.6114,papaya
142,77,66,30.90754,50.73283,6.999046,176.3936,papaya
199,100,110,29.81759,52.4689,6.348566,157.906,papaya
149,88,95,26.67981,53.45205,6.325316,159.2519,papaya
105,100,139,29.528,60.18447,6.795593,185.6325,papaya
116,95,76,32.05366,76.53315,6.710575,162.8613,papaya
119,62,117,24.14014,59.51989,6.297602,171.2074,papaya
162,87,103,32.32384,57.6711,6.564631,199.8732,papaya
148,94,62,25.37857,61.52199,6.420547,161.6316,papaya
178,52,85,27.08122,71.43524,6.353842,190.7559,papaya
185,90,89,21.5998,61.38736,6.737556,151.3941,papaya
133,55,97,31.93082,68.10907,6.420025,198.9488,papaya
107,96,137,23.75824,56.7717,6.022278,183.4227,papaya
142,64,109,23.66028,61.39722,6.817678,194.814,papaya
178,53,91,29.35639,68.58428,6.055266,159.3114,papaya
197,73,95,27.01304,75.45365,6.698831,158.5448,papaya
149,82,77,23.07492,64.48361,6.03085,188.6084,papaya
135,61,141,22.63307,61.62226,6.531268,179.4539,papaya
103,70,67,21.7275,60.19402,6.826359,190.5954,papaya
134,72,50,29.96667,54.59996,6.423322,193.2977,papaya
